"Gas.Utility","Electric.Utility","Customer.Type","Total.Project.Cost","Total.Incentives","Fuel.Type","Year.Home.Built","Size.of.Home","Measure.Type","FYES","HRGJ"
10,3,1,6353,3177,8,1820,1982,1,442,1
8,4,2,6588,0,6,1987,3312,1,441,2
14,8,2,4816,482,9,1997,1280,1,58,2
1,4,1,17700,5000,9,1950,1488,1,703,1
1,5,2,16895,1650,10,1810,3060,1,1360,1
11,6,2,4881,488,9,1960,2412,1,248,1
1,3,2,9020,877,10,1954,2200,1,759,2
10,5,2,7520,752,9,1955,1706,1,188,1
1,5,1,10414,5000,11,2007,1568,1,1682,2
10,5,2,15491,1194,9,1900,2360,1,2027,2
10,5,2,6260,589,9,1870,3536,1,715,2
11,6,2,4500,450,6,1983,1215,1,348,2
1,5,1,5250,2625,10,2003,1560,1,556,2
14,8,1,10664,5000,9,1964,1260,1,510,2
1,1,2,9150,915,10,1890,1844,1,861,2
3,2,1,13020,5000,9,1980,2430,1,620,2
14,8,1,3300,1650,9,1938,2224,1,99,1
1,5,1,9348,4674,9,1880,2650,1,1012,2
1,6,1,10000,5000,10,1900,3600,1,1104,2
1,3,2,31939,2914,10,1922,2838,1,3536,2
1,2,2,12986,1299,10,1978,2730,1,401,2
9,5,2,3910,0,9,1926,2011,1,158,2
1,3,1,21787,5000,10,1995,2537,1,1883,2
1,3,2,11761,1080,9,1941,1604,1,536,2
1,3,2,6364,560,10,1930,2304,1,656,2
10,3,2,7028,663,8,1967,2350,1,488,2
1,2,2,11056,1106,10,1900,1144,1,1441,2
14,8,2,5500,550,9,1930,1659,1,101,2
10,5,2,3575,0,9,1953,1628,1,102,2
1,2,2,21161,2116,10,1895,1875,1,2055,2
14,8,1,8496,4000,9,1950,1868,1,198,2
11,6,2,2756,276,9,1900,1840,1,184,2
10,3,1,9200,4288,9,1965,1420,1,297,1
1,3,1,6595,3198,10,1937,3286,1,360,2
10,5,2,10800,0,9,1954,2530,1,689,2
1,3,1,5180,2590,10,1920,1200,2,836,2
10,3,1,8075,4038,9,1925,1840,1,438,2
1,8,1,4049,2025,10,1951,1110,1,22,2
14,8,2,5266,527,9,1971,1328,1,102,2
1,6,2,7382,0,6,1930,1596,1,197,1
3,2,2,17555,1731,9,1899,3584,1,1506,2
1,6,2,13669,1367,10,1966,2945,1,1266,2
14,8,1,10865,4849,9,1950,1485,1,178,2
10,3,2,13175,1181,8,1852,2614,1,738,2
10,4,2,13715,1344,9,1926,1388,1,394,2
10,5,1,11287,5000,9,1955,1487,1,376,2
10,5,2,8525,710,6,1985,1144,1,536,2
9,5,2,3306,255,9,1962,1272,1,98,2
9,5,2,8556,732,9,1910,1876,1,149,2
1,5,2,8950,895,10,1907,2050,1,3757,2
10,3,2,4966,347,8,1916,3625,1,152,1
14,4,1,3831,1916,9,1969,1405,1,117,2
10,3,1,11850,4000,9,1985,2268,1,509,1
14,8,2,13491,1324,9,2004,3350,1,1009,2
1,5,1,11850,5000,10,1966,2248,1,1235,2
1,1,1,10028,5000,10,1880,3312,1,3198,2
1,3,2,4994,499,10,1982,2250,1,1389,1
14,8,2,3564,356,9,1954,3428,2,170,2
1,6,1,11795,5000,6,1900,1090,1,376,2
1,5,2,12900,650,10,1940,3432,1,1134,2
14,8,2,5500,550,9,1963,1440,1,149,2
14,8,1,8574,4287,9,1977,1560,1,95,2
10,5,2,12568,1257,9,1994,2808,1,226,2
1,7,2,10500,0,10,1991,1704,1,1042,2
1,1,2,19671,944,11,1970,1886,1,1210,2
1,3,2,12900,1290,10,1958,1600,1,1713,2
10,3,1,5596,2798,8,1974,1900,1,286,2
9,5,1,4124,2062,9,1919,2622,1,1139,1
10,5,2,1886,63,9,1981,3760,1,37,2
14,8,2,3000,0,9,1910,1400,1,180,2
1,5,2,4180,418,11,1900,1120,1,480,1
10,3,2,8437,724,8,1963,1835,1,545,2
14,8,2,11016,902,9,1991,1568,1,187,2
11,6,1,7550,3775,9,1950,1554,1,546,2
13,7,2,6887,661,9,2007,1865,1,550,2
14,4,2,4191,0,9,1900,832,1,49,2
14,8,1,9197,3474,9,1960,1530,1,299,2
10,5,2,5300,530,9,1950,1936,1,1026,2
1,4,2,14331,0,6,1924,1952,1,742,2
1,3,1,7540,3770,9,1960,1540,1,432,2
1,3,1,10230,4950,10,1926,1682,1,2004,2
1,6,2,4370,0,6,2002,1104,1,103,2
1,6,1,6771,3386,10,1900,1040,1,1409,2
9,6,2,15325,1513,9,1971,2710,1,334,2
14,8,1,4968,2484,9,1952,936,1,231,2
13,7,2,7522,652,9,1841,1286,1,575,2
14,8,2,5000,500,9,1940,1022,1,256,2
10,5,2,13860,758,9,1980,1800,1,676,2
1,2,2,23381,2138,10,1910,2568,1,2621,2
13,7,2,5742,574,9,1983,1316,1,116,2
1,3,2,10350,980,10,1864,1860,1,1831,2
11,6,2,14067,1397,9,1973,1867,1,675,2
10,5,2,6332,633,9,1950,1064,1,465,2
1,7,2,10500,1050,10,1985,1440,1,829,2
14,8,1,7717,3859,9,1960,988,1,190,2
1,2,2,22700,2110,10,1965,1373,1,2265,2
1,6,1,10103,5000,11,1987,2940,1,254,2
10,3,2,5135,513,8,1909,2386,1,298,2
10,5,1,5170,2360,9,1951,1352,1,189,1
1,6,1,5330,2665,10,1950,1530,1,1237,2
1,3,2,6512,651,10,1954,1692,1,892,2
9,5,1,7632,3816,9,1941,987,1,90,2
1,1,1,11660,351,10,1940,1215,1,672,2
10,5,2,5579,0,9,1965,3700,1,156,1
1,5,2,4426,443,10,1953,1248,1,698,2
10,5,2,7025,703,9,1925,1962,1,763,2
14,8,1,3975,1988,9,1953,1540,1,126,1
11,6,2,3300,330,9,1968,1776,1,724,2
1,3,2,10520,904,10,1900,3324,1,2671,2
1,2,2,9450,945,10,1950,1634,1,1384,2
1,3,1,5600,2750,10,1920,1328,1,428,1
11,6,2,6270,0,9,1951,1725,1,294,2
9,5,1,6000,3000,9,1959,1200,1,276,2
1,1,2,18060,1296,10,1970,2376,1,1591,2
1,3,1,23400,5000,10,1880,1540,1,3252,1
9,5,1,5000,2500,9,1984,1245,1,132,2
1,5,2,2846,285,12,2000,3354,1,164,2
1,3,2,13617,1332,10,1920,2669,1,1655,1
11,5,1,13052,5000,9,1800,2295,1,191,2
1,6,2,8867,887,11,1999,2800,1,226,2
9,5,2,4300,430,9,1945,1730,1,160,2
11,6,1,11504,2950,9,1973,1032,1,650,2
1,6,2,5518,533,10,1975,2975,1,560,2
1,4,1,9712,1498,9,1891,2421,1,607,2
14,8,2,3796,324,9,1920,3203,1,184,2
10,5,1,6705,3353,9,1955,954,1,222,2
14,8,2,16700,1400,9,1950,1892,1,1034,2
14,8,2,5443,544,9,1951,2544,1,63,1
10,5,2,14699,1120,9,1974,1282,1,942,2
14,8,2,4094,366,9,1955,1740,1,215,2
1,8,1,10124,5000,11,1994,2016,1,2015,2
10,5,2,5130,513,9,1957,2400,1,540,2
9,5,1,6000,3000,9,1890,2405,1,382,2
14,8,2,3577,358,9,1998,1700,1,736,2
1,1,1,3483,1742,10,1925,2241,1,678,1
10,5,2,5820,582,9,1931,1792,1,260,2
14,4,1,5307,2553,9,1968,1764,1,122,2
1,1,2,15895,0,10,1962,1588,1,1990,2
1,3,2,14950,1495,10,1948,1832,1,2180,2
1,3,2,6607,601,10,1980,2222,1,1159,2
11,6,2,4297,430,9,1844,2180,1,413,2
13,7,2,7276,728,9,1959,1428,1,544,2
1,3,2,17150,1470,10,1952,2530,1,443,2
1,3,2,9783,966,10,1979,1200,1,813,2
10,5,1,10690,5000,9,1960,1280,1,679,2
1,1,2,8128,813,10,1890,1640,1,950,2
1,3,2,11090,1010,10,1944,1118,1,1469,2
1,3,2,16336,0,10,1968,3016,1,1866,2
14,8,1,4373,2187,9,1977,1368,1,93,1
10,5,2,4462,444,9,1987,1480,1,270,1
1,1,2,5400,540,10,1970,1498,1,637,2
1,6,2,10921,1092,11,1955,1164,1,862,2
11,6,2,4468,447,9,1985,1398,1,188,2
2,1,2,20237,2024,9,1920,2940,1,1583,2
11,6,2,15357,1536,6,1918,3348,1,1000,2
1,1,2,31609,1061,10,1955,2250,1,2746,2
1,3,2,13717,1091,9,1985,1964,1,733,2
9,5,2,7314,707,9,1950,1900,1,364,2
10,4,1,8686,4000,9,1945,2112,1,574,2
1,2,2,16403,1640,10,1950,1260,1,3654,2
9,6,1,3400,1700,9,1960,1261,1,78,1
14,8,1,7109,2500,9,1910,1161,1,227,2
1,1,1,22680,5000,10,1910,2594,1,2849,2
1,2,1,21832,7953,10,1999,3500,1,3650,2
10,5,2,15607,1149,9,1965,2625,1,440,2
10,5,1,17667,5000,9,1995,1146,1,598,2
1,1,2,10500,1050,10,1973,2000,1,712,1
10,5,1,10300,4000,9,1970,1250,1,378,2
14,8,1,5608,2804,9,1910,1881,1,243,2
1,3,2,15000,1323,10,1998,1868,1,1583,2
9,5,2,2765,270,9,1953,2262,1,122,2
14,8,1,2866,1433,8,1920,1872,1,236,1
14,8,2,6954,695,9,1976,1988,1,299,2
1,2,1,19738,5000,10,1918,1400,1,2297,2
1,1,1,4975,2488,10,1955,1120,1,1885,2
9,5,2,17993,1799,9,1956,2544,1,1123,2
10,5,2,3502,350,9,1850,1248,1,157,2
1,1,1,9380,3740,10,1955,880,1,306,2
10,3,1,4733,2366,8,1890,993,1,463,1
1,3,2,9475,948,10,1951,1200,1,1199,2
1,5,1,12500,5000,10,1921,1218,1,2860,2
14,8,1,11024,5000,9,1920,2344,1,304,2
1,3,1,9893,4768,10,1929,2678,1,2429,2
14,5,2,5679,0,9,1994,1892,1,128,2
9,6,1,4350,2175,9,1947,1732,1,204,2
3,2,2,10000,1000,9,1954,2426,1,999,2
3,2,1,6482,3173,9,1939,1872,1,577,2
11,6,2,6661,454,9,1957,909,1,522,2
10,5,1,4200,2100,9,1930,1630,1,134,2
11,6,2,45147,3000,11,1850,2101,1,1582,2
1,3,2,5478,548,10,1960,1500,1,758,1
14,8,1,4400,2200,9,1993,1318,1,192,2
1,3,2,10860,0,10,1947,2104,1,2825,2
14,8,2,2450,245,9,1900,1846,1,305,2
9,6,1,7397,2130,9,1988,1600,1,139,2
10,5,1,7640,3583,9,1959,1712,1,811,2
14,8,2,8105,811,9,1951,1018,1,280,2
9,6,1,8552,4276,9,1963,2464,1,391,2
1,5,1,3600,1800,7,1986,2378,1,478,2
10,5,2,5759,576,9,1982,1140,1,239,2
1,3,2,4761,476,10,1998,2100,1,551,2
1,2,1,11775,4000,10,1955,1525,1,156,2
11,6,1,5850,2925,9,1958,1313,1,387,2
1,3,2,6483,648,10,1940,2953,1,922,2
1,6,2,6488,614,6,1824,2179,1,518,2
14,8,1,9185,2566,9,1968,1176,1,560,2
14,8,1,5600,2800,9,1927,1508,1,76,1
10,3,2,23121,2024,9,1914,3362,1,964,2
1,5,2,25779,929,10,1850,1569,1,3810,2
1,3,2,8500,0,9,1945,2142,1,279,2
14,8,2,10468,1047,9,1880,1000,1,438,2
10,5,2,5000,500,9,1954,1040,1,455,2
1,3,2,12071,1157,10,1950,2052,1,1017,2
1,5,1,6876,3438,10,1850,3240,1,4176,2
14,8,2,4974,497,9,1985,1712,1,153,2
14,8,2,3804,380,9,1969,1800,1,103,2
1,1,1,5740,2870,10,1960,1176,1,985,2
1,2,1,11226,5000,10,1906,1373,1,735,2
1,2,1,12552,5000,10,1921,2736,1,2640,2
14,8,1,8821,4325,9,1940,2712,1,437,2
9,5,1,4300,2150,9,1930,2430,1,65,2
1,2,2,12669,1267,10,1929,2300,1,1487,2
14,4,1,11000,5000,9,1948,1052,1,357,2
10,5,2,4971,0,9,1964,1343,1,636,2
1,3,1,20704,5000,9,1937,1462,1,815,2
1,5,2,3911,391,11,1980,1531,1,369,2
1,3,2,21105,2051,10,1994,3072,1,1686,2
1,3,2,15630,1553,10,1950,1550,1,1792,2
14,8,2,1197,0,9,1981,1966,1,71,2
1,5,2,2900,0,10,1972,840,1,37,2
10,5,2,8500,766,6,1999,1360,1,265,2
11,6,2,3590,359,9,1908,1812,1,416,2
9,5,1,8600,4300,9,1958,2000,1,271,2
10,3,2,27237,2567,9,1920,2880,1,908,2
3,2,2,16244,0,9,2006,2333,1,946,2
1,4,2,20095,1946,9,1940,2128,1,1144,2
3,2,2,4400,440,9,1885,1656,1,254,2
3,2,2,28680,2868,9,1971,2370,1,662,2
11,6,2,8617,793,9,1959,1480,1,497,2
9,4,2,11715,855,9,1930,1424,1,637,2
1,3,2,5555,543,10,1964,1705,1,884,2
1,8,2,5740,574,11,1979,1656,1,198,2
10,5,1,10996,5000,9,1960,3000,1,539,2
3,2,2,7385,739,10,1950,1765,1,928,2
9,6,2,3554,355,9,1945,1400,1,172,2
10,3,2,7053,705,8,1956,2400,1,493,2
1,3,2,25318,1384,10,1954,2121,1,3085,2
1,5,2,4400,440,10,1910,1750,1,961,2
1,8,2,4420,0,10,1900,2040,1,554,2
10,5,2,12450,869,9,1960,2270,1,435,2
9,5,2,4760,476,9,1978,2000,1,246,2
10,5,2,8295,649,9,1977,1488,1,455,2
1,3,2,16630,1483,10,1992,1955,1,1356,2
14,5,2,12698,1270,9,2005,2878,1,431,2
10,5,1,4400,2200,9,1954,1664,1,200,2
1,5,1,2400,1200,10,1947,994,1,289,2
1,1,2,14500,1450,10,1920,2100,1,1376,2
3,2,2,7690,769,9,1929,3900,1,224,2
11,8,1,5253,2627,9,1978,936,1,130,2
1,2,2,18836,1734,10,1950,2340,1,2604,2
1,2,2,24064,2342,10,1954,1752,1,3167,2
9,6,1,3700,1850,9,1988,2000,1,201,1
14,8,2,5489,549,9,1926,1092,1,299,2
1,8,1,5750,2875,10,1900,2612,1,1243,2
1,3,1,10600,4550,10,1978,1570,1,405,2
1,3,2,7443,717,10,1922,1032,1,765,2
1,3,2,10400,1040,10,1955,3150,1,2838,2
10,5,2,4067,407,9,1955,1165,1,119,2
9,5,1,7102,3524,8,1967,1147,1,213,2
9,5,2,5850,585,9,1966,1336,1,338,2
14,5,1,3500,1750,9,1991,1143,1,380,2
14,8,2,11350,1135,9,1900,2560,1,291,2
1,3,2,9377,938,10,1978,1650,1,993,2
1,3,1,10167,5000,10,1932,1794,1,713,2
14,8,2,5731,478,9,2002,1754,1,216,2
14,8,2,4245,425,9,1949,1454,1,63,2
1,3,1,9800,4900,10,1875,2085,1,1716,2
1,3,1,10550,5000,10,1900,1008,1,1419,1
14,8,2,14218,1227,9,1994,2016,1,553,2
1,3,1,12300,5000,10,1900,3289,1,37,2
14,8,2,17192,1630,9,1922,2713,1,589,2
1,3,1,5910,2955,10,1929,1944,1,950,2
9,6,2,728,73,9,1960,1606,1,30,2
11,5,2,3894,389,9,1978,2700,1,199,2
10,5,1,17849,5000,9,1925,1560,1,768,2
1,5,2,55089,2280,10,1830,2644,1,3689,2
1,3,2,10000,950,10,1920,2378,1,3921,1
1,6,2,19506,1951,11,1947,2880,1,1518,2
10,3,2,2106,211,8,1970,2242,1,21,1
9,5,2,5964,596,9,1900,2124,1,477,2
3,2,2,5828,553,9,1950,1180,1,496,2
14,8,1,4586,2293,9,1990,1152,1,144,2
9,5,2,7397,740,9,1962,1604,1,693,2
9,6,2,8489,430,9,1942,1458,1,949,2
1,3,1,11920,5000,10,1930,912,1,887,2
14,8,2,2434,0,9,1930,2876,1,156,2
3,2,2,13000,1300,9,1887,2384,1,3220,1
1,5,1,9354,4677,10,1997,1920,1,264,2
11,6,1,7610,3805,9,1890,2090,1,309,2
1,6,1,5105,2552,11,1940,1008,1,650,2
11,6,1,6720,3360,9,1910,1240,1,733,1
1,3,1,20560,4000,10,1911,3272,1,2186,2
1,5,2,12576,1258,10,1860,2752,1,1190,2
1,1,2,17888,1029,10,1969,2500,1,1412,2
9,4,1,16735,5000,9,1962,3366,1,260,2
1,6,2,5500,550,11,1925,2288,1,605,2
1,3,1,13450,5000,10,1900,1752,1,2202,2
10,3,2,9134,589,9,1953,2517,1,344,1
14,8,1,21007,5000,9,1964,2064,1,898,2
1,6,1,9040,4520,11,1930,2832,1,1979,2
14,4,2,5600,0,9,2006,2322,1,252,2
10,3,2,8357,657,9,1890,2729,1,505,2
1,5,1,10880,5000,10,1935,2808,1,1343,2
1,5,2,8650,680,10,1839,1352,1,738,2
14,5,2,6500,650,9,1995,1536,1,183,2
1,2,2,16873,1687,11,1978,1608,1,654,2
1,3,2,4999,470,10,1949,1796,1,838,2
9,5,2,4586,454,9,1901,3008,1,446,2
10,5,2,4923,472,9,1960,3228,1,82,2
9,5,1,4300,2150,9,1930,2608,1,323,2
11,6,2,5828,583,9,1974,1782,1,464,1
1,3,2,7637,735,9,1951,2050,1,430,2
1,2,1,10328,5000,10,1923,1368,1,405,2
10,5,1,10592,5000,9,1900,1848,1,871,1
10,5,2,27600,2760,9,1929,2628,1,1694,2
1,3,2,25100,804,10,1963,2256,1,3116,2
1,3,2,10491,855,10,1955,2660,1,1037,2
1,3,1,7250,3625,10,1961,2310,1,658,2
3,2,2,4040,404,9,1935,1650,1,488,2
1,6,1,10531,3700,10,1972,3092,1,2224,2
10,5,2,13967,1234,9,1890,1476,1,296,2
10,3,1,9610,4683,9,1960,2300,1,723,2
14,8,1,2509,1255,9,1995,1046,1,37,2
1,8,2,4529,453,11,1991,2226,1,1121,2
3,2,2,7759,776,9,1957,1916,1,296,2
14,8,2,17584,1758,9,1965,3290,1,470,2
14,8,2,9966,544,9,1973,2340,1,846,1
9,6,1,5806,2903,9,1960,2838,1,21,2
1,5,1,10300,5000,10,1950,1404,1,1183,2
11,6,1,9200,3900,9,1911,1321,1,732,2
14,8,1,17971,5000,9,1934,3220,1,1051,2
10,5,2,14092,1209,6,1963,2630,1,1818,2
14,8,2,8177,818,9,1987,2889,1,182,2
1,5,1,3800,1900,10,1977,2078,1,822,2
1,3,1,9850,4925,10,1900,3360,1,600,2
11,6,1,5000,2500,9,1974,1500,1,295,1
1,6,2,5240,524,9,1910,1400,1,618,1
14,8,2,4163,0,9,1875,1740,1,310,2
11,6,2,2052,205,9,1977,1440,1,335,2
1,5,2,6539,0,11,1955,2333,1,1390,2
14,4,1,1799,899,9,1880,2080,1,105,2
1,6,1,5031,1691,10,1900,1612,1,460,2
10,5,1,12500,5000,9,1958,1420,1,393,2
1,1,2,8626,0,10,1950,1246,1,1052,1
3,2,2,6460,646,9,1950,1840,1,324,2
1,8,1,7140,3570,10,1940,2090,1,1736,2
10,5,1,6000,3000,9,1900,1392,1,216,2
1,6,2,7600,760,4,1900,1680,1,621,2
14,8,2,9150,915,9,1850,2876,1,394,2
13,7,2,6173,0,9,1984,1932,1,221,2
1,6,2,13470,0,10,1955,1707,1,362,2
1,4,2,25662,2171,10,1860,1990,1,2926,2
11,6,2,7600,410,9,1968,1176,1,267,2
13,7,2,16988,1699,9,1965,3868,1,1500,2
1,3,2,24313,2431,10,1865,3029,1,2426,2
14,8,2,1525,0,9,1900,1800,1,107,2
1,1,2,9962,996,10,1935,2550,1,1826,2
1,3,2,38152,3000,10,1967,2494,1,4127,2
14,8,2,5500,0,9,1960,1925,1,186,2
1,3,1,9350,4675,10,1962,1800,1,557,2
1,3,1,12007,5000,10,1995,3231,1,968,1
9,5,2,11218,1074,9,1982,1528,1,334,2
10,5,1,8273,4137,9,1876,1188,1,336,2
10,5,2,7153,663,9,1959,3042,1,171,2
1,2,2,14959,1496,10,1928,1825,1,1613,1
1,3,1,5347,2674,10,1907,1503,1,507,1
1,5,1,12346,5000,10,1950,900,1,769,2
1,2,2,11480,1148,10,1968,2344,1,2818,2
14,8,2,6000,0,9,1960,1536,1,152,2
1,3,2,12450,1220,10,1994,3375,1,2484,1
11,6,2,4610,461,9,1978,3440,1,339,2
9,6,1,13895,5000,9,1910,1248,1,367,2
1,3,2,12335,1203,10,1960,1632,1,993,2
13,7,2,9880,958,9,1967,2048,1,986,2
9,5,2,2081,202,9,1968,1592,1,109,2
10,5,1,10337,4565,9,1850,1715,1,1022,2
10,5,1,10000,5000,9,1840,1184,1,383,2
10,5,2,6000,600,9,1968,1688,1,426,2
14,8,2,12405,1205,9,1955,1884,1,245,2
3,2,2,13760,0,9,1967,3472,1,157,2
14,8,2,3218,322,9,2000,2286,1,317,2
11,6,1,13005,4520,9,1946,1922,1,450,2
14,8,1,4740,2370,9,1925,1568,1,148,2
1,2,1,9694,4847,10,1985,2031,1,312,2
9,6,2,4500,0,9,1890,2744,1,196,2
1,3,1,20140,5000,10,1950,2145,1,3532,2
1,8,2,4625,463,10,1913,2432,1,1289,1
1,5,1,2757,1379,11,1970,1680,1,50,1
9,6,1,3698,1849,9,1965,1102,1,116,2
14,8,1,6696,488,9,1949,1620,1,474,2
1,2,2,3515,352,10,1958,2244,1,490,1
3,2,2,4700,470,6,1960,800,1,481,2
1,3,2,10599,980,10,1930,1748,1,1424,2
14,8,2,6396,640,9,1986,1213,1,178,2
1,3,1,4843,2058,10,1962,2326,1,386,2
9,5,1,10225,5000,9,1955,1044,1,279,2
1,2,2,8750,875,10,1964,2115,1,730,2
11,6,1,8958,4479,9,1929,1232,1,454,2
14,8,1,4669,2335,9,1928,3600,1,98,2
3,2,2,7715,772,9,1970,1620,1,153,2
10,5,2,5815,572,9,1956,1056,1,363,2
1,6,2,7352,735,10,1976,1837,1,288,2
1,3,1,9800,4800,10,1950,2814,1,2632,1
1,3,2,32495,2270,10,1945,1762,1,2279,2
1,8,2,5950,0,10,1962,2322,1,121,2
1,2,2,20910,0,10,1940,1672,1,275,2
9,5,2,6560,656,9,1954,1602,1,193,2
10,5,2,4445,445,9,1948,1652,1,196,2
11,8,2,9525,953,9,1960,2990,1,813,2
1,3,2,14037,1262,10,1955,1630,1,1480,2
1,3,1,31509,5000,10,1900,1209,1,552,2
9,5,2,1255,83,9,1954,1768,1,172,2
10,5,2,6019,602,9,1940,1200,1,388,2
1,3,1,24173,5000,10,1961,1982,1,3554,2
10,5,1,25000,5000,9,1940,2517,1,1731,2
1,6,2,6100,610,10,1925,1128,1,488,2
1,6,1,9728,4864,10,1900,1536,1,804,2
14,8,2,4110,411,9,1992,2108,1,73,1
2,1,1,11643,5000,9,1969,1884,1,498,2
1,6,2,3950,395,10,1940,1151,1,773,2
10,5,1,17849,5000,9,1880,3510,1,444,2
1,5,1,5899,2875,10,1950,1452,1,403,1
14,8,2,3283,328,9,1994,1560,1,115,2
10,5,2,6800,597,9,1880,1412,1,131,2
1,3,2,27657,1978,10,1907,1955,1,3390,2
14,8,1,550,275,9,1956,1008,1,24,2
1,5,2,16878,1620,10,1968,1800,1,1189,1
1,6,2,9685,0,11,1965,1512,1,544,2
10,3,2,11012,0,8,1952,3646,1,611,2
3,2,2,8667,867,9,1920,2824,1,747,2
14,8,1,11370,4935,9,1969,1560,1,327,2
1,3,2,4375,438,10,1962,2050,1,861,1
4,6,2,8368,837,9,1835,2016,1,207,2
10,5,2,3581,326,9,1949,1872,1,173,2
1,2,2,17195,1720,10,1956,2688,1,2039,1
1,2,2,8614,861,10,1975,1400,1,533,2
9,5,1,10850,5425,9,1979,3760,1,181,1
14,8,1,6366,3183,9,1949,1712,1,588,2
10,5,2,14085,1119,9,1935,2250,1,673,2
1,5,2,11315,1132,10,1886,2467,1,1174,2
9,5,1,5595,2635,9,1910,2970,1,463,2
3,2,1,8100,4050,9,1967,1344,1,268,2
1,3,1,10500,5000,10,1915,2154,1,627,2
10,5,2,6936,674,9,1980,1125,1,223,2
1,3,1,20510,5000,10,1800,1240,1,2516,2
10,5,1,2280,1140,9,1959,1472,1,247,1
1,3,2,14530,1295,10,1929,2924,1,2880,2
14,8,2,3320,332,9,1987,2720,1,586,2
1,3,1,16342,5000,10,1890,1062,1,1123,2
1,6,1,5668,2834,11,2006,2756,1,447,2
10,5,2,13026,1303,9,1920,1488,1,393,2
1,6,2,10908,1091,10,1999,3312,1,1673,2
14,8,1,7408,3704,9,1920,1626,1,229,2
1,3,2,11500,1150,10,1945,3100,1,1965,2
2,1,1,13365,5000,9,1900,2700,1,754,1
14,8,2,8376,600,9,1926,3464,1,209,2
10,5,2,3800,330,9,1988,1274,1,355,2
14,8,1,8312,4156,9,1901,1440,1,574,2
14,8,2,4115,412,9,1950,1080,1,429,1
1,3,2,22906,2237,10,1921,2836,1,3534,2
14,8,2,4169,0,9,1920,1480,1,89,2
3,2,1,10680,4000,9,1953,2313,1,309,2
1,5,2,2400,240,10,1939,2880,1,454,2
1,1,2,7720,707,10,1956,2880,1,695,2
1,3,2,11281,1128,10,1915,2880,1,2111,2
14,8,2,4014,401,9,1954,2720,1,305,2
9,5,1,5867,2934,9,1925,1368,1,794,2
9,6,2,2530,123,9,1965,1656,1,87,1
1,3,2,4579,443,10,1933,1511,1,474,1
1,2,2,27914,2791,10,1930,1444,1,3161,2
1,3,2,5190,0,10,1900,2000,1,738,2
14,5,2,9638,964,9,1950,1808,1,297,2
1,3,2,9349,900,10,1960,1826,1,1800,2
1,5,2,1859,186,13,1920,1788,1,519,2
9,5,1,5939,2135,9,1963,950,1,269,2
10,5,1,10000,5000,9,1910,2664,1,582,2
1,5,2,4218,422,11,1960,2080,1,349,2
1,3,2,9773,892,10,1993,1776,1,907,2
1,3,2,26007,1748,10,1800,1699,1,3132,2
10,5,1,11712,5000,9,1952,2034,1,987,2
1,3,1,12650,5000,10,1968,2390,1,983,2
1,2,2,25964,1346,10,1935,2800,1,1603,2
1,6,2,7760,626,11,1900,2475,1,1138,1
9,6,1,15259,5000,9,1860,1320,1,478,2
1,3,1,4420,2210,10,1993,1398,1,1012,2
1,3,1,9850,4925,10,1890,2240,1,669,2
1,2,2,7250,725,10,1951,2462,1,34,2
9,5,1,4300,2150,9,1964,1410,1,401,2
1,3,1,5094,2547,10,1926,3200,1,760,2
14,5,1,16779,2862,9,1990,2840,1,767,2
1,3,1,22078,5000,10,1936,1246,1,4951,1
1,3,2,9900,815,10,1957,1438,1,1070,2
14,6,1,4200,2100,9,1966,1890,1,67,2
1,5,2,5933,593,11,1995,1921,1,407,2
14,8,1,7489,3745,9,1930,1109,1,231,2
9,5,1,6313,3157,9,2003,1632,1,277,2
14,8,1,3825,1913,9,1959,2060,1,293,2
1,3,2,20283,1920,9,1935,2544,1,928,2
1,3,2,6457,631,10,1947,1655,1,770,1
9,5,2,7530,0,9,1995,2214,1,175,2
1,5,2,15135,0,11,1930,2025,1,1602,2
1,3,2,5730,573,10,1955,2334,1,1050,2
10,5,1,13281,5000,9,1950,1543,1,437,2
10,3,2,9588,894,9,1954,1092,1,598,2
10,3,1,5942,2971,8,1897,2112,1,465,2
10,5,1,8880,2880,9,1948,1194,1,162,2
1,1,2,18747,1875,10,1875,2590,1,1908,2
14,8,1,3562,1781,9,1940,3168,1,287,2
10,3,2,2278,69,8,1955,1614,1,145,2
9,5,1,17857,8000,9,1930,1890,1,1469,2
1,5,1,5190,2595,11,1933,1244,1,278,2
1,5,1,9971,4000,10,1928,1350,1,788,1
9,5,1,6000,3000,9,1991,3072,1,147,2
3,2,2,5431,543,9,1948,3784,1,104,1
10,5,2,3000,285,9,1955,1288,1,148,2
10,5,2,5084,453,9,1984,1470,1,242,2
14,5,1,2200,1100,9,1956,1152,1,79,2
10,5,2,11110,1111,9,1890,2094,1,873,2
1,1,2,5653,565,10,1905,2220,1,683,2
1,5,2,6250,625,11,2012,1652,1,464,2
10,5,1,10000,5000,9,1940,992,1,458,2
9,5,2,11470,1147,9,2001,2556,1,1135,2
2,1,1,8500,4000,9,1963,1200,1,235,2
10,5,1,4503,2252,9,1992,1342,1,341,2
14,8,1,5062,2531,9,1900,1508,1,116,2
10,5,1,10033,5000,9,1966,2345,1,225,2
14,8,1,2745,1373,9,1950,1176,1,115,2
1,3,2,10200,960,10,1940,3973,1,2279,2
1,6,1,11649,3718,12,1971,1353,1,405,2
