"Gas.Utility","Electric.Utility","Customer.Type","Total.Project.Cost","Total.Incentives","Fuel.Type","Year.Home.Built","Size.of.Home","Measure.Type","FYES","HRGJ"
3,2,2,7500,750,9,1999,2921,1,188,2
3,2,2,8500,0,9,1988,3050,1,439,2
1,6,1,2643,830,6,1880,2032,1,388,1
11,6,1,3378,1427,6,1987,1092,1,311,2
1,3,1,7461,3731,10,1920,1274,1,2357,2
1,1,2,8825,883,10,1974,3050,1,762,2
10,4,1,9200,4600,9,1890,1672,1,427,2
14,8,2,7377,500,9,1962,1584,1,520,2
10,3,2,3040,274,8,1983,2051,1,180,2
1,3,2,27324,2316,10,1880,2521,1,3119,1
1,3,1,12244,4564,10,1903,1165,1,1231,2
14,8,2,1400,0,9,1949,1468,1,204,2
14,8,1,9685,4712,9,1977,980,1,610,1
13,7,2,27650,2765,8,1973,2392,1,2045,2
10,5,2,12974,683,9,1951,2364,1,260,1
9,5,2,7304,713,9,1919,1680,1,471,2
1,2,2,31408,3000,10,1920,2880,1,2881,2
10,5,1,6000,2970,9,2012,2080,1,476,2
1,5,2,6229,623,10,1940,1348,1,549,2
11,6,2,20402,2005,9,1987,2088,1,666,2
3,2,2,31683,2731,9,1920,2234,1,1813,2
10,3,1,3568,1784,8,1963,2560,1,113,2
9,5,1,12994,5914,9,1938,1854,1,1830,2
14,8,1,7419,423,9,1910,1717,1,298,2
9,6,1,7823,3912,9,1925,1670,1,721,2
14,8,1,8000,4000,9,1979,1400,1,159,2
10,5,2,4755,476,9,1980,2098,1,98,2
1,2,2,17219,1722,10,1927,3791,1,3546,1
9,5,1,6497,3249,9,1960,1268,1,611,2
10,5,2,2200,220,9,1947,2713,1,71,1
9,6,1,4448,1864,9,1901,1240,1,626,2
9,5,1,5260,2630,9,1991,1648,1,357,2
11,6,2,10759,1007,9,1991,3833,1,754,2
9,5,1,8598,2150,9,1987,1415,1,385,2
9,5,1,4876,2438,9,1951,1352,1,251,2
1,3,1,32430,5000,10,1952,2288,1,2471,1
9,5,2,5250,525,9,1978,1788,1,104,2
10,3,1,3461,1731,8,1921,1606,1,138,1
1,5,2,31410,3000,10,1865,3016,1,2157,2
1,3,2,5602,423,10,1899,2136,1,848,2
11,6,1,4000,2000,9,1980,1182,1,191,1
14,8,1,7640,3703,9,1900,1962,1,332,1
14,8,2,7173,717,9,1950,3039,1,244,2
14,8,1,16613,5000,9,1929,1274,1,521,2
1,5,1,1400,375,10,1910,1169,1,638,2
9,5,1,23675,5000,9,1910,2252,1,1401,2
1,6,1,6119,3012,10,1930,1750,1,786,2
14,8,2,7736,774,9,1941,1725,1,97,2
3,2,2,18294,1829,9,1918,3666,1,1414,2
14,8,2,5858,586,9,1890,2250,1,304,2
14,8,1,5581,2791,9,1956,1540,1,331,2
1,5,1,8000,4000,10,1953,1152,1,1461,2
9,5,2,7260,427,9,1890,1411,1,752,2
3,2,2,8530,0,9,1988,1750,1,523,2
14,8,1,12963,5000,9,1987,2064,1,451,2
14,5,2,12657,1266,9,1906,1322,1,455,2
1,6,2,9390,939,11,1900,2136,1,304,2
1,1,1,6700,3350,10,1920,1700,1,1359,2
9,5,2,6831,610,9,1916,1536,1,698,2
14,8,2,5394,539,9,1930,3120,1,269,2
10,3,1,26637,5000,9,1940,2256,1,1504,2
9,5,1,10481,3694,9,1950,1974,1,309,2
14,5,2,4100,410,9,1971,1824,1,257,2
10,5,1,7730,3540,9,1963,1728,1,379,2
1,3,1,5014,2507,10,1924,1257,1,873,2
10,5,1,15168,5000,6,1965,3188,1,952,2
9,5,2,6800,0,9,1945,1874,1,90,2
9,5,2,18301,1830,9,1895,3266,1,1121,2
9,5,1,18302,9151,9,1900,2904,1,920,2
10,5,2,10338,1034,9,1972,1156,1,429,2
10,3,2,3890,365,8,1900,1100,1,208,2
9,5,2,4300,0,9,1968,1559,1,277,2
10,5,1,5954,2977,9,1960,960,1,538,1
1,6,2,3868,387,11,1931,1506,1,147,2
1,5,2,5195,0,13,2004,1250,1,249,2
9,5,1,7232,3616,8,1900,2200,1,743,1
11,5,2,12290,1229,9,1910,1400,1,331,2
1,3,1,30740,5000,10,1920,1470,1,2356,2
3,2,2,6900,0,9,1971,2880,1,402,2
11,6,2,12360,1236,9,1985,1704,1,333,2
14,5,2,5858,586,9,1956,2448,1,260,2
10,3,1,2908,1454,9,1966,1965,1,206,2
11,6,1,8950,3525,9,1915,1272,1,387,2
3,2,2,11860,1186,10,1950,1371,1,1308,2
1,5,1,5000,2500,9,1960,1296,1,140,2
10,5,2,4536,445,9,1935,2010,1,307,2
10,5,2,7885,789,9,1962,1224,1,302,2
10,5,2,12586,1002,9,1940,1066,1,423,2
14,8,2,8526,853,9,1965,1944,1,377,2
10,5,2,8714,771,9,1952,1693,1,214,2
1,3,1,6836,3418,10,1953,1487,1,936,1
2,1,2,19772,1942,9,1995,2136,1,1092,2
10,3,2,9400,0,8,1980,3060,1,659,1
10,5,1,3451,1726,9,1964,2200,1,190,2
10,5,2,14267,1419,9,1956,2880,1,766,2
11,6,1,10660,3500,9,1880,1352,1,657,2
10,5,1,16485,4314,9,1950,912,1,889,2
10,5,2,1770,177,9,1985,1320,1,21,2
11,6,2,4590,459,9,1986,1556,1,337,2
9,5,1,5290,2645,9,1970,1894,1,211,2
1,5,1,9950,4000,9,1950,1380,1,615,2
13,7,2,12700,1270,9,1997,3840,1,1130,2
14,8,1,4250,2125,9,1810,1760,1,328,2
1,6,2,11136,1114,10,1959,1920,1,265,2
1,6,2,1159,0,11,1975,2600,1,70,2
14,8,2,8117,600,9,1968,1618,1,324,2
10,5,2,3763,376,9,1987,2265,1,318,1
14,8,2,8975,0,9,1934,1362,1,208,2
3,2,2,8296,830,9,1920,1800,1,1365,2
14,8,1,14332,5000,9,1890,1151,2,557,2
14,8,2,7000,700,9,1979,1946,1,276,2
1,8,2,1726,0,11,2000,1882,1,459,2
1,3,2,9005,901,10,1910,2617,1,4539,2
14,6,2,10686,1069,9,1925,2026,1,292,2
1,3,2,11476,962,10,1935,3131,1,1806,2
13,7,2,9763,976,9,1957,1536,1,525,2
1,3,1,6600,3300,10,1960,2060,1,547,2
1,5,1,9770,1700,11,1994,1116,1,551,2
14,8,2,7136,714,9,1928,1857,1,459,2
1,3,2,11400,1140,10,1900,1624,1,2335,2
14,8,2,5110,511,9,1950,1296,1,373,2
9,5,2,7516,707,9,1922,3192,1,94,1
9,6,1,12967,5000,9,1969,3422,1,573,2
10,3,2,34617,3000,9,1912,2588,1,1091,2
3,2,2,17415,1501,9,1991,1400,1,1126,2
10,5,1,5197,2599,9,1890,1372,1,384,2
10,5,2,4480,448,9,1945,1992,1,335,2
1,6,1,15141,4652,6,1977,1500,1,858,2
11,6,2,17884,0,9,1900,1200,1,468,2
13,7,2,11300,1130,9,1865,3120,1,1111,2
11,6,2,4932,493,9,2004,1200,1,180,2
1,3,1,9550,4725,10,1945,1250,1,211,2
9,5,2,13803,1282,9,1900,2376,1,803,2
1,3,1,18390,5000,10,1927,1120,1,3097,2
14,8,2,2280,228,9,1920,1248,1,49,2
1,2,2,27257,2038,10,1926,1464,1,1698,2
1,2,2,11398,1140,10,1927,2100,1,1220,2
10,5,1,13100,3975,9,1910,1712,1,446,1
3,2,2,6194,619,9,1929,1914,1,160,2
9,5,2,16882,1051,9,1900,2520,1,1055,2
11,6,1,15593,5000,9,2003,1584,1,682,2
1,2,2,14481,0,10,1957,2512,1,1392,1
9,5,1,16919,4367,9,1900,3472,1,1279,2
1,1,2,4838,312,10,1890,2112,1,583,2
14,8,1,12890,5000,9,1917,1016,1,0,2
10,5,2,6740,555,9,1957,2704,1,426,2
10,5,2,16870,1687,9,1850,2508,1,1446,2
10,5,2,11725,1018,9,1954,1904,1,476,2
14,8,1,6000,3000,9,1971,1792,1,252,2
1,4,1,11525,4625,9,1930,2200,1,1136,1
1,5,2,1940,0,13,1958,1568,1,0,2
9,5,1,9925,4963,9,1900,1800,1,686,1
1,6,2,5262,526,4,1968,3954,1,249,2
1,5,2,602,60,11,2004,2448,1,149,2
9,6,1,1674,837,9,1947,2112,1,85,2
14,8,2,16000,1600,9,1900,2992,1,1039,1
11,6,2,6315,632,9,1952,1636,1,153,2
1,3,1,7325,3663,9,1926,1950,1,425,2
14,8,2,6335,603,9,1941,1200,1,140,2
9,5,1,7000,3500,9,1900,2484,1,208,2
1,3,2,17349,1535,9,1995,1870,1,845,2
1,1,2,16350,1610,10,1952,2492,1,1542,2
9,5,2,8600,0,9,1975,3200,1,215,2
1,3,2,13134,1313,10,1962,2304,1,1312,2
14,8,2,9350,750,9,1965,2309,1,190,2
1,3,2,10191,626,8,1978,3276,1,612,2
1,2,2,28870,2693,10,1810,1995,1,1422,2
10,5,1,24035,5000,9,1900,2576,1,860,1
14,8,1,4775,2203,9,1993,1728,1,135,2
1,3,2,9800,980,10,1850,1371,1,2430,2
3,2,2,20310,2031,9,1907,1895,1,1404,2
9,5,1,16504,5000,9,1928,3384,1,516,2
1,8,1,4909,2455,10,1938,2000,1,1356,2
1,5,1,8100,3300,10,1985,2688,1,731,2
10,5,2,5716,524,9,1923,1700,1,458,2
3,2,2,8139,814,10,1920,1568,1,976,2
11,6,2,8172,817,9,1928,1974,1,1335,2
10,3,2,22569,2057,9,1961,2508,1,1463,2
14,8,2,1770,0,9,1950,1250,1,212,2
13,7,2,5949,567,9,1960,1488,1,334,2
1,5,1,10000,5000,10,1925,932,1,767,2
10,3,1,3513,1757,8,1900,1634,1,93,1
10,5,1,16990,5000,9,1920,1876,1,654,2
11,6,1,10964,5000,9,1980,1100,1,142,2
1,6,2,3450,345,9,1900,1632,1,756,1
10,5,1,3400,1700,9,1964,1241,1,720,2
11,6,2,1847,185,9,1900,1056,1,78,2
1,3,2,27819,2439,10,1907,3341,1,3807,2
1,3,2,25496,2355,10,1947,2502,1,3271,2
10,3,2,5590,559,9,1925,1460,1,127,2
1,6,1,9259,1987,11,1970,1040,1,588,2
9,5,2,3615,192,9,1950,1696,1,177,2
1,3,2,14921,1454,9,1922,924,1,514,2
1,6,2,3817,262,10,1979,1848,1,709,2
1,3,1,3500,1750,10,1970,920,1,148,2
1,6,1,3800,1900,7,1930,1504,1,600,2
10,5,2,3942,394,9,1992,2897,1,144,2
3,2,2,25763,2576,9,1960,1996,1,242,2
10,4,1,6200,3100,9,1900,1776,1,162,2
1,3,2,24981,1981,10,1920,2647,1,3204,1
14,8,2,10521,0,9,1920,1040,1,286,2
1,5,2,8469,797,11,1960,2080,1,697,2
10,3,2,4893,489,9,1957,2028,1,315,2
1,6,2,19715,1972,11,1965,918,1,1654,2
1,3,2,6300,555,10,1964,1768,1,1232,2
10,5,1,14069,4887,9,1956,936,1,516,2
14,8,2,6111,611,9,1992,1728,1,182,2
1,8,2,5344,534,10,1941,1824,1,645,2
1,3,2,6507,603,10,1955,2225,1,872,2
14,8,1,4353,2177,9,1990,1392,1,102,2
14,8,1,7340,3620,9,1920,2533,1,155,2
9,6,1,3500,1750,9,1860,1862,1,349,2
1,5,2,24078,2183,10,1900,1902,1,1499,2
10,3,2,3889,340,8,1964,1926,1,309,2
1,6,1,7736,3868,10,1920,1512,1,547,2
4,6,2,5467,547,9,1993,1567,1,326,2
1,6,2,6124,612,10,1830,2616,1,2306,2
1,5,2,6635,0,11,1955,1268,1,704,2
14,8,2,8261,826,9,1952,1464,1,254,2
1,1,2,9948,995,10,1900,1604,1,854,2
9,5,1,10998,5000,9,1920,1404,1,286,2
14,8,1,8177,4088,9,1912,2106,1,560,2
9,5,1,8350,4000,9,1930,1096,1,237,1
11,6,2,10900,0,6,1930,1930,1,1398,2
11,6,1,12559,4237,9,1974,2156,1,530,1
10,5,2,3969,397,9,1965,1116,1,222,1
1,5,1,19990,5000,10,1955,1265,1,1071,2
1,1,2,24220,2212,10,1869,2000,1,1558,2
1,3,2,7675,768,10,1927,2155,1,747,2
1,2,2,24167,0,10,1950,3900,1,2989,1
10,5,2,17432,0,9,1971,1215,1,866,2
1,6,2,8725,850,11,1835,1506,1,592,1
14,8,1,8900,3500,9,2002,1650,1,169,2
14,8,2,3330,333,9,1971,1611,1,106,2
14,8,2,13450,900,9,1996,3528,1,1136,2
11,6,2,1000,100,9,1950,1388,1,109,2
3,2,2,23772,0,9,1855,2534,1,1507,2
1,3,1,4683,2342,10,1977,2200,1,577,2
1,3,2,14695,1415,10,1943,1012,1,1948,1
14,8,2,4755,476,9,1910,2126,1,275,2
1,5,1,7050,1840,10,1913,2000,1,1851,2
10,3,1,7880,3940,8,1914,1867,1,477,2
3,2,2,16736,1674,9,1920,3348,1,847,2
1,5,2,14571,1457,11,1954,2694,1,1366,2
1,1,2,11800,1180,11,1994,2736,1,1434,2
9,5,1,8000,4000,9,1905,1116,1,304,2
11,6,1,1372,686,9,1990,1550,1,45,2
10,5,2,7018,702,9,1860,1753,1,766,2
9,5,2,4300,430,9,1925,1344,1,216,2
9,6,2,17017,1677,9,1978,3614,1,1131,2
14,8,1,3869,1935,9,1960,1958,1,128,2
3,2,2,14000,1400,9,1965,3896,1,792,2
2,1,1,9238,4619,9,1912,3000,1,787,2
1,3,1,7725,2750,10,1989,1904,1,1920,2
3,2,1,12630,4000,9,1950,1271,1,1352,2
1,6,2,18895,1890,10,1909,1400,1,1625,2
1,5,1,15423,3734,11,1970,902,1,1843,2
14,4,2,7014,701,9,1960,1296,1,349,2
1,1,1,16347,5000,12,1960,1620,1,1189,2
10,5,1,9758,2940,9,1957,1414,1,557,1
1,6,2,12532,568,9,1900,1952,1,1667,2
14,8,2,4508,451,9,1965,1944,1,238,2
10,3,1,10864,5000,9,1926,2580,1,955,2
1,2,2,26000,2480,10,1970,2010,1,520,2
10,5,2,9801,841,9,1926,2340,1,477,2
9,5,1,12903,5000,8,1872,2688,1,1072,2
10,3,2,4733,364,8,1960,2000,1,335,2
14,8,1,4208,2104,9,1952,1684,1,218,2
1,6,2,29639,2940,11,2000,3591,1,2476,1
9,5,2,10839,1071,9,1964,2026,1,347,2
1,3,2,7200,720,10,1900,3142,1,890,1
1,6,2,4032,403,11,1988,1554,1,284,2
1,6,2,14000,1400,11,1930,2424,1,1172,2
14,8,2,3975,398,9,1957,1276,1,145,2
10,5,2,10500,1050,9,1870,2880,1,879,2
14,4,1,4585,2293,9,1946,980,1,152,2
1,2,2,19205,1921,10,1978,1320,1,1359,2
1,5,1,16189,5000,10,1925,1824,1,622,2
14,8,2,12672,1267,9,1941,2236,1,242,2
9,5,2,6911,582,9,1980,3072,1,380,1
10,3,2,2538,0,9,1885,1544,1,322,1
14,8,1,4996,2498,9,1900,1348,1,235,1
1,6,1,16624,5000,11,1990,2256,1,869,2
10,3,1,3677,1303,9,1982,2236,1,52,2
10,3,2,6339,576,8,1930,2100,1,266,1
1,6,1,6500,2950,10,1915,1488,1,1047,2
1,6,2,10870,0,9,1948,2808,1,1286,2
10,3,2,3005,275,8,1950,2200,1,466,1
14,8,2,14438,1444,9,1964,1719,1,368,2
1,6,2,3841,384,11,1994,1790,1,205,2
1,3,1,7600,3800,10,1956,2030,1,836,2
1,3,2,18680,1637,10,1950,2226,1,1751,2
1,1,2,10050,1005,10,1918,2292,1,1019,2
14,8,1,18405,5000,9,1935,1700,1,904,2
1,3,2,9947,966,10,1930,3024,1,1034,2
11,6,1,15564,7782,9,1880,2816,1,603,2
11,6,2,6516,652,6,1930,2840,1,166,2
14,8,1,13628,5000,9,1952,2100,1,821,2
1,3,2,4029,0,10,1929,1517,1,421,1
11,5,2,16471,1548,9,1899,1400,1,304,2
10,5,1,8294,4047,9,1962,1300,1,229,2
14,4,2,3125,313,9,1890,1500,1,160,2
9,5,2,8290,549,9,1945,1440,1,373,2
11,6,1,14158,5000,9,1930,1488,1,268,1
10,4,1,13798,3697,9,1913,1725,1,807,2
3,2,2,12196,915,9,1962,3672,1,923,2
1,2,2,4710,471,10,1958,2700,1,679,2
9,5,2,2615,232,9,1947,2263,1,224,2
11,5,2,8440,809,9,1905,1850,1,657,2
9,5,2,10342,814,9,1958,1240,1,1011,2
11,6,2,4480,448,9,1972,1600,1,715,2
1,3,2,15498,1550,10,1964,1800,1,2110,2
13,7,2,22340,2034,9,1970,2166,1,1462,2
11,6,1,4872,1785,9,1941,1856,1,152,2
2,1,2,28570,2567,9,1975,2688,1,1119,2
1,5,2,8437,844,10,1900,1287,1,954,2
1,8,1,13400,5000,6,1890,1652,1,1237,1
14,8,2,5000,0,9,1957,2125,1,279,2
1,3,2,5062,481,10,1986,897,1,781,2
13,7,2,14000,1400,9,1969,2352,1,1273,2
11,6,2,2239,224,9,1960,1305,2,150,2
1,3,2,11945,1195,10,1818,1244,1,2685,2
1,2,1,11830,5000,10,2003,1920,1,2163,2
1,3,2,9706,821,10,1900,1013,1,2093,2
10,5,1,11362,5000,9,1900,832,1,724,2
1,3,1,10000,5000,10,1996,1150,1,1410,1
14,8,1,6425,3213,9,1952,800,1,187,2
1,3,2,11332,871,6,1951,3748,1,1210,2
9,6,1,8984,4492,9,2001,1909,1,433,2
14,8,1,5610,2730,9,1865,1025,1,292,2
1,1,2,4900,490,10,1930,2300,1,329,1
1,7,2,4600,425,10,1996,3604,1,338,2
10,3,1,10425,5000,9,1940,2736,1,616,2
10,5,1,2126,950,9,1950,1608,1,124,1
10,5,2,2614,255,9,1940,1312,1,162,2
10,5,1,6500,3250,9,1961,1478,1,663,2
1,5,1,6000,3000,10,1960,864,1,388,2
1,2,2,21186,2050,10,2000,1804,1,536,2
1,2,2,12690,0,10,1929,1250,1,1002,2
1,3,2,5000,500,10,2001,943,1,835,2
14,8,1,16731,5000,9,1918,1766,1,806,2
14,8,2,3500,349,8,1972,2460,1,252,2
14,8,2,8700,870,9,1957,1299,1,499,2
10,2,1,7594,3297,9,1910,2714,1,444,1
1,5,2,10908,906,11,1994,1680,1,1476,2
9,5,2,3437,309,9,1956,1472,1,146,2
1,5,2,4900,490,10,1927,950,1,1619,2
14,8,1,8500,3000,9,1955,805,1,286,2
11,6,1,3564,1782,9,1950,2050,1,155,2
1,2,2,14795,1480,10,1900,3143,1,2080,1
13,7,2,14064,1356,9,1966,3524,1,1864,2
9,5,2,1507,151,9,1900,2236,1,77,2
9,5,1,4300,2150,9,1923,2430,1,314,2
9,5,1,12612,5000,9,1978,3273,1,451,2
1,5,2,2400,240,10,1968,1007,1,118,2
9,6,2,14105,475,9,1975,1875,1,946,2
11,8,1,4592,2296,9,1930,1520,1,356,1
10,3,2,17057,1606,9,1947,2520,1,1281,2
1,2,1,12500,5000,10,1920,1400,1,3704,2
14,8,1,3200,1600,9,1987,2108,1,140,2
10,5,2,10995,1100,9,1968,2406,1,406,2
9,6,1,4204,2102,9,1950,1113,1,361,2
1,3,1,13500,5000,10,1890,1520,1,1862,2
14,8,1,4776,2388,9,1860,1041,1,30,2
13,7,2,4553,455,9,1840,1760,1,555,1
14,8,1,9500,4750,9,1910,1014,1,229,2
10,5,1,10000,5000,9,1900,1919,1,558,2
9,5,2,6260,493,9,1980,1352,1,371,2
1,3,1,6173,3087,10,2019,1112,1,941,2
1,2,2,8846,885,10,1865,2174,1,351,2
1,1,2,22711,2271,10,1960,2262,1,1488,2
1,6,1,19775,4888,11,1950,1920,1,2352,1
10,3,2,5833,583,8,1947,1826,2,405,2
13,7,1,20930,5000,9,1965,2361,1,1625,2
14,8,1,18322,5000,9,1963,1838,1,395,2
14,5,2,4350,435,9,1925,1920,1,587,2
1,3,2,29183,2371,10,1920,1750,1,2546,2
1,6,2,8360,796,10,1967,2476,1,810,2
14,8,2,4496,450,9,1962,1440,1,140,2
14,8,1,3542,1771,9,1900,3882,1,259,2
1,2,2,28535,2854,10,1834,3078,1,3133,2
14,8,1,8800,4400,9,1989,1778,1,176,2
14,8,2,5486,549,9,1913,1824,1,183,2
10,5,2,3864,320,9,1985,1232,1,90,2
10,5,1,4004,2002,9,1958,1788,1,80,2
10,5,2,4500,0,9,1972,1272,1,328,1
14,8,1,5055,2528,9,1860,1415,1,37,2
1,2,2,6100,593,10,1930,2088,1,622,2
1,3,2,18399,1484,10,1893,1367,1,2866,1
10,3,1,5481,2741,9,1963,1905,1,541,2
9,5,1,3375,1688,9,1920,2070,1,95,1
1,3,2,24030,2124,10,1890,1737,1,3302,1
1,3,2,1358,136,10,1900,2947,1,197,2
14,8,2,6000,600,9,1929,1708,1,292,2
10,5,2,2620,262,9,1960,2160,1,167,2
8,4,2,15708,0,9,1875,2181,1,969,2
13,7,2,10484,1048,9,1986,2548,1,1053,2
10,2,1,10110,5000,9,1955,1800,1,670,2
1,3,2,6408,568,10,1910,2800,1,1075,2
1,4,2,3300,330,13,1959,1660,1,645,2
1,3,1,14242,4000,10,1929,1680,1,1710,2
14,8,2,4260,426,9,1983,1616,1,383,2
14,8,2,4586,0,9,1958,1788,1,50,2
1,3,2,10350,980,10,1863,2664,1,2416,1
1,3,2,13963,1266,10,1878,1276,1,2059,2
13,7,2,6350,635,9,1986,1872,1,463,2
1,3,1,7600,3800,10,1950,1419,1,1267,1
2,1,2,4975,497,9,1956,1514,1,503,2
1,3,1,8830,3915,10,1900,2317,1,1178,2
14,8,1,2078,1039,9,1958,1625,1,170,1
1,8,1,5300,2650,10,1925,1104,1,2035,2
10,5,1,20800,10000,9,1922,1566,1,680,2
14,8,2,4296,430,9,1991,2010,1,510,2
1,5,2,2050,0,11,1940,1649,1,44,2
9,5,1,9574,3855,9,1942,1518,1,546,2
1,5,2,7041,680,11,1910,1680,1,1144,2
1,1,2,4885,489,11,1923,3180,1,928,2
14,8,1,3586,1793,9,1954,1250,1,190,2
1,2,2,9200,920,10,1923,2332,1,2477,2
9,5,1,4300,2150,9,1800,1078,1,94,2
14,8,2,8289,700,9,1960,2284,1,523,2
11,6,1,12000,5000,9,1940,2810,1,200,2
10,3,2,16165,1236,9,1973,2522,1,1137,2
3,2,2,20225,1996,9,1920,3400,1,1392,1
14,8,2,14005,1101,9,1927,1176,1,1010,2
1,3,1,7100,3500,10,1970,1488,1,128,2
1,5,2,4950,495,11,1987,2928,1,374,2
11,8,1,15697,4000,9,1992,1568,1,547,2
9,5,1,17832,5000,9,1965,1568,1,594,2
10,5,2,4460,446,9,1975,2498,1,110,2
9,5,2,4626,419,9,1973,1584,1,318,2
1,6,2,5300,530,10,1905,2496,1,487,2
14,8,2,7099,515,9,1980,1536,1,421,2
14,8,1,2719,1359,9,1986,936,1,82,2
1,5,2,5380,538,10,2007,2039,1,108,2
14,8,1,8549,4133,9,1940,1560,1,374,2
1,6,1,2910,1455,12,1950,2204,1,80,1
1,6,2,12488,1249,10,1908,2420,1,1850,2
1,6,2,8357,776,7,1950,1354,1,518,2
10,3,1,9401,4301,9,1920,1240,1,258,2
10,3,1,4629,2314,8,1910,1148,1,386,2
3,2,2,7810,781,9,1952,1750,1,712,2
11,5,2,4900,490,9,1945,1584,1,168,2
1,3,2,22210,2165,10,1925,1951,1,1977,2
11,6,2,12051,0,9,2002,1265,1,219,2
9,5,2,11838,1159,9,1958,1672,1,277,2
9,5,2,7598,730,9,1950,3024,1,224,1
14,8,2,7792,779,9,1940,2315,1,259,2
1,3,2,31468,1192,10,1940,1428,1,2126,2
1,6,2,9425,803,10,1960,2560,1,1060,2
14,8,1,4236,2118,9,1967,2000,1,293,2
10,5,1,6140,3070,9,1890,2132,1,513,2
10,5,1,1500,750,9,1940,2304,1,97,1
1,3,2,10265,967,10,1900,3300,1,1564,2
14,8,2,4399,440,9,2007,2376,1,70,2
1,6,2,5253,525,7,1960,3864,1,309,2
1,6,1,15241,5000,10,1956,1092,1,1082,2
1,3,1,11912,5000,10,1928,2514,1,1711,2
9,5,1,1511,720,8,1976,2194,1,30,2
1,2,1,3456,1728,10,1915,2956,1,1059,2
10,5,1,9800,4900,9,1989,1200,1,113,1
14,4,1,7150,3575,9,1960,1848,1,395,2
1,8,2,32312,50,10,1955,3256,1,2319,2
1,2,2,15465,1357,10,1952,2030,1,1812,2
11,6,1,12800,4032,9,1960,1216,1,456,1
10,3,2,4521,452,9,1951,1654,1,448,2
1,6,2,13490,1324,10,1920,1937,1,1817,2
10,3,1,5199,2271,8,1990,1241,1,149,1
1,3,2,14700,1442,10,1945,2685,1,3053,2
11,8,1,3736,1868,9,1973,1265,1,36,2
14,8,1,11438,4000,9,1992,896,1,232,2
1,3,2,4500,450,10,1970,2644,1,1077,2
10,5,2,3565,277,9,1953,1400,1,134,2
1,3,2,5208,521,10,1988,2055,1,892,2
14,6,2,5290,0,9,1971,1125,1,7,2
1,2,2,18360,1676,10,1976,2654,1,2842,2
1,7,1,10000,5000,10,1976,2450,1,2230,2
10,5,1,4730,2365,9,1954,1450,1,384,2
1,2,1,10165,5000,10,1976,2160,1,2743,2
14,8,2,9325,886,9,1991,1578,1,274,2
9,5,1,8800,4400,9,1976,1248,1,556,2
1,3,2,16157,1616,10,1870,1959,1,2267,2
13,7,1,7136,3213,9,1970,2844,1,427,2
13,7,1,8984,4467,9,1925,1560,1,587,2
1,2,2,8886,889,10,2006,1431,1,1210,2
1,3,2,7700,760,10,1890,1682,1,2505,2
1,2,2,30138,3000,10,1900,1300,1,2282,2
14,8,1,6426,3213,9,1925,1482,1,943,1
1,1,2,13313,1306,10,1957,1932,1,929,2
14,8,1,4855,2428,9,1964,1171,1,375,2
1,5,2,4534,453,12,1992,1983,1,318,2
1,5,2,2600,260,12,1986,2410,1,228,2
10,5,2,3260,307,9,1962,1224,1,160,2
1,5,2,36900,0,10,1953,1442,1,2122,2
9,5,2,7461,710,9,1950,1155,1,303,2
10,3,2,4576,373,8,1992,1456,1,213,1
1,3,1,9613,4432,10,1885,1280,1,1045,2
1,1,1,9527,4764,10,1928,891,1,924,2
1,5,1,4811,2405,10,1952,2476,1,741,2
10,5,1,14684,4378,9,1900,2157,1,1502,2
1,3,1,15000,5000,10,1952,1362,1,1722,2
9,5,1,7876,3938,8,1955,1680,1,315,2
13,7,2,7200,720,9,1978,3016,1,830,2
1,8,2,9575,958,11,1971,1248,1,224,2
9,5,1,17591,5000,9,1925,2160,1,1470,1
10,3,1,21675,5000,9,1904,1875,1,1345,2
1,5,1,23225,5000,10,1979,1445,1,2375,2
9,6,2,11323,0,9,1969,3800,1,261,2
1,3,2,29019,1705,10,1880,2701,1,2685,2
1,5,1,20020,5000,10,1900,1868,1,2450,2
11,6,2,14306,1431,9,1890,1518,1,586,2
10,3,1,15078,4233,9,1920,3625,1,836,2
1,3,1,6550,3275,9,1955,1600,1,668,2
14,8,1,2547,1274,9,2007,1144,1,79,1
1,5,2,11280,1128,10,1870,2097,1,1796,2
11,6,1,5047,2429,9,1880,1984,1,492,1
1,2,2,22054,2195,10,1930,2330,1,1660,2
1,5,1,15909,5000,10,1940,2374,1,978,2
10,3,2,6771,677,8,1965,1498,1,519,2
1,3,1,9300,4650,10,1880,1920,1,2629,2
14,8,2,5000,500,9,1987,1864,1,163,2
3,2,2,7405,741,9,1965,1693,1,787,2
10,3,2,28274,2500,9,1959,2024,1,1804,2
1,2,1,23000,10000,10,1860,1862,1,2036,2
9,5,1,7400,3700,9,1910,2200,1,428,2
11,5,2,16000,1600,9,1938,2020,1,271,2
1,5,2,7359,705,12,1930,3408,1,858,2
10,5,2,6270,627,9,1970,1488,1,327,1
1,3,2,6643,664,10,1956,2800,1,757,2
14,8,2,7000,0,9,1964,1626,1,115,2
1,3,2,9486,949,10,1900,2177,1,1197,2
10,5,2,23027,2303,6,1990,1820,1,1248,2
1,3,2,12397,1097,10,1966,2304,1,1071,1
9,5,1,13956,5000,9,1929,2200,1,1861,2
1,1,2,10587,989,10,1979,2200,1,918,2
1,3,1,5015,2508,10,1989,912,1,217,2
1,3,2,7300,0,9,1990,2700,1,517,2
9,5,1,12119,5000,9,1955,1402,1,384,2
